PoS tag,match word,display word,word length,entity name
NNP,복지타임즈,복지타임즈,5,
NNP,보건신문,보건신문,4,
NNP,일간보사,일간보사,4,
NNP,보스톤코리아,보스톤코리아,6,
NNP,부평신문,부평신문,4,
NNP,브레인미디어,브레인미디어,6,
NNP,BreakNews,BreakNews,9,
NNP,보령인터넷뉴스,보령인터넷뉴스,7,
NNP,시사보령,시사보령,4,
NNP,부산노컷,부산노컷,4,
NNP,부산경제신문,부산경제신문,6,
NNP,부산프리즘,부산프리즘,5,
NNP,불교TV,불교TV,4,
NNP,디지털부안신문,디지털부안신문,7,
NNP,부안21,부안21,4,
NNP,부천시민신문,부천시민신문,6,
NNP,부천신문,부천신문,4,
NNP,부천타임즈,부천타임즈,5,
NNP,밝은세상뉴스,밝은세상뉴스,6,
NNP,불교포커스,불교포커스,5,
NNP,불교투데이,불교투데이,5,
NNP,불교닷컴,불교닷컴,4,
NNP,부산일보,부산일보,4,
NNP,KBS부산,KBS부산,5,
NNP,비즈니스매거진,비즈니스매거진,7,
NNP,바이킹,바이킹,3,
NNP,천안일보,천안일보,4,
NNP,매경자동차,매경자동차,5,
NNP,카고뉴스,카고뉴스,4,
NNP,해운항공신문,해운항공신문,6,
NNP,자동차생활,자동차생활,5,
NNP,CarLNC,CarLNC,6,
NNP,가톨릭신문,가톨릭신문,5,
NNP,충북인뉴스,충북인뉴스,5,
NNP,CBSNEWS,CBSNEWS,7,
NNP,충청일보,충청일보,4,
NNP,충청매일,충청매일,4,
NNP,충청뉴스,충청뉴스,4,
NNP,충남신문,충남신문,4,
NNP,충청타임즈,충청타임즈,5,
NNP,충청투데이,충청투데이,5,
NNP,Seeko,Seeko,5,
NNP,한국상공인신문,한국상공인신문,7,
NNP,CEO뉴스,CEO뉴스,5,
NNP,ceopost,ceopost,7,
NNP,충청포커스,충청포커스,5,
NNP,그리스도복음신보,그리스도복음신보,8,
NNP,춘천노컷,춘천노컷,4,
NNP,강원희망신문,강원희망신문,6,
NNP,참뉴스,참뉴스,3,
NNP,참소리,참소리,3,
NNP,창원극동방송,창원극동방송,6,
NNP,KBS창원,KBS창원,5,
NNP,보령신문,보령신문,4,
NNP,춘천불교방송,춘천불교방송,6,
NNP,청도신문,청도신문,4,
NNP,제주MBC,제주MBC,5,
NNP,켐로커스,켐로커스,4,
NNP,천안넷,천안넷,3,
NNP,KBS청주,KBS청주,5,
NNP,철원신문,철원신문,4,
NNP,차이나워치,차이나워치,5,
NNP,춘천MBC,춘천MBC,5,
NNP,크리스천노컷뉴스,크리스천노컷뉴스,8,
NNP,크리스천헤럴드,크리스천헤럴드,7,
NNP,크리스천라이프,크리스천라이프,7,
NNP,크리스천투데이,크리스천투데이,7,
NNP,크리스찬투데이,크리스찬투데이,7,
NNP,축산경제신문,축산경제신문,6,
NNP,축산뉴스,축산뉴스,4,
NNP,KBS춘천,KBS춘천,5,
NNP,춘천신문,춘천신문,4,
NNP,연세춘추,연세춘추,4,
NNP,KBS충주,KBS충주,5,
NNP,충남일보,충남일보,4,
NNP,충남시사신문,충남시사신문,6,
NNP,크리스챤뉴스,크리스챤뉴스,6,
NNP,씨네21,씨네21,4,
NNP,CIO,CIO,3,
NNP,씨스켐닷컴,씨스켐닷컴,5,
NNP,씨티21,씨티21,4,
NNP,청주노컷,청주노컷,4,
NNP,CJB청주방송,CJB청주방송,7,
NNP,청주불교방송,청주불교방송,6,
NNP,청주일보,청주일보,4,
NNP,충주인터넷신문,충주인터넷신문,7,
NNP,충주MBC,충주MBC,5,
NNP,이판사판,이판사판,4,
NNP,시티,시티,2,
NNP,CMB한강방송,CMB한강방송,7,
NNP,CMB광주방송,CMB광주방송,7,
NNP,CMB충청방송,CMB충청방송,7,
NNP,CMN,CMN,3,
NNP,CNBNews,CNBNews,7,
NNP,CN드림,CN드림,4,
NNP,건설경제_cnews,건설경제_cnews,10,
NNP,씨앤엠,씨앤엠,3,
NNP,CNN한글뉴스,CNN한글뉴스,7,
NNP,코카뉴스,코카뉴스,4,
NNP,컴백홈,컴백홈,3,
NNP,컴퓨터타임즈,컴퓨터타임즈,6,
NNP,청주교차로컴씨,청주교차로컴씨,7,
NNP,한국건설신문,한국건설신문,6,
NNP,소비자가만드는신문,소비자가만드는신문,9,
NNP,함께걸음,함께걸음,4,
NNP,컨슈머타임스,컨슈머타임스,6,
NNP,건교투데이,건교투데이,5,
NNP,e시티뉴스,e시티뉴스,5,
NNP,CRT기독교TV,CRT기독교TV,8,
NNP,시티타임스,시티타임스,5,
NNP,컬쳐인시흥,컬쳐인시흥,5,
NNP,컵뉴스,컵뉴스,3,
NNP,철원인터넷뉴스,철원인터넷뉴스,7,
NNP,철원뉴스,철원뉴스,4,
NNP,청양신문,청양신문,4,
NNP,다바이코리아,다바이코리아,6,
NNP,대가야신문,대가야신문,5,
NNP,대구광역시,대구광역시,5,
NNP,대구소리,대구소리,4,
NNP,서울판대한일보,서울판대한일보,7,
NNP,대한일보,대한일보,4,
NNP,KBS대전,KBS대전,5,
NNP,대전뉴스,대전뉴스,4,
NNP,대전일보,대전일보,4,
NNP,동아경제신문사,동아경제신문사,7,
NNP,데일리안,데일리안,4,
NNP,데일리중앙,데일리중앙,5,
NNP,일간부동산,일간부동산,5,
NNP,데일리카,데일리카,4,
NNP,충청신문,충청신문,4,
NNP,소비자경제,소비자경제,5,
NNP,일간건설,일간건설,4,
NNP,컨슈머리포트,컨슈머리포트,6,
NNP,데일리그리드,데일리그리드,6,
NNP,데일리전북,데일리전북,5,
NNP,데일리메디,데일리메디,5,
NNP,데일리NK,데일리NK,5,
NNP,데일리OST,데일리OST,6,
NNP,데일리리뷰,데일리리뷰,5,
NNP,달성뉴스,달성뉴스,4,
NNP,당당뉴스,당당뉴스,4,
NNP,단미,단미,2,
NNP,DATANET,DATANET,7,
NNP,동부미디어코리아,동부미디어코리아,8,
NNP,동북아신문,동북아신문,5,
NNP,동아방송,동아방송,4,
NNP,디지털데일리,디지털데일리,6,
NNP,괴물딴지,괴물딴지,4,
NNP,딴지일보,딴지일보,4,
NNP,동대문신문,동대문신문,5,
NNP,닥터코리아,닥터코리아,5,
NNP,들소리신문,들소리신문,5,
NNP,동의대신문,동의대신문,5,
NNP,대전극동방송,대전극동방송,6,
NNP,대구노컷,대구노컷,4,
NNP,대구불교방송,대구불교방송,6,
NNP,대구인터넷뉴스,대구인터넷뉴스,7,
NNP,대구MBC,대구MBC,5,
NNP,대구경북뉴스,대구경북뉴스,6,
NNP,노동세상_대구경북지사,노동세상_대구경북지사,11,
NNP,대구평화방송,대구평화방송,6,
NNP,대한예능신문,대한예능신문,6,
NNP,대한뉴스,대한뉴스,4,
NNP,디지털화순뉴스,디지털화순뉴스,7,
NNP,귀금속경제신문,귀금속경제신문,7,
NNP,재난포커스,재난포커스,5,
NNP,Discover,Discover,8,
NNP,디아이진,디아이진,4,
NNP,BreakNews_대전/충청,BreakNews_대전/충청,15,
NNP,대전노컷,대전노컷,4,
NNP,당진인터넷뉴스,당진인터넷뉴스,7,
NNP,대전평화방송,대전평화방송,6,
NNP,대전포스트,대전포스트,5,
NNP,당진시대,당진시대,4,
NNP,당진투데이,당진투데이,5,
NNP,BreakNews_대구/경북,BreakNews_대구/경북,15,
NNP,도깨비뉴스,도깨비뉴스,5,
NNP,Dmnnewswire,Dmnnewswire,11,
NNP,디자인신문,디자인신문,5,
NNP,디지털청년의사,디지털청년의사,7,
NNP,의협신문,의협신문,4,
NNP,의사신문,의사신문,4,
NNP,전북도민일보,전북도민일보,6,
NNP,비즈니스리뷰,비즈니스리뷰,6,
NNP,서울동부신문,서울동부신문,6,
NNP,재외동포신문,재외동포신문,6,
NNP,씨앤앰동서울케이블,씨앤앰동서울케이블,9,
NNP,데일리팜,데일리팜,4,
NNP,닥터뉴스,닥터뉴스,4,
NNP,문학방송,문학방송,4,
NNP,한국장애인IT신문,한국장애인IT신문,9,
NNP,Discovery,Discovery,9,
NNP,동서디지털방송,동서디지털방송,7,
NNP,디지털타임스,디지털타임스,6,
NNP,dit24,dit24,5,
NNP,일간투데이,일간투데이,5,
NNP,dvdprime,dvdprime,8,
NNP,동두천연천인터넷뉴스,동두천연천인터넷뉴스,10,
NNP,동양일보,동양일보,4,
NNP,담양신문,담양신문,4,
NNP,이투뉴스,이투뉴스,4,
NNP,e백제신문,e백제신문,5,
NNP,e비즈투데이,e비즈투데이,6,
NNP,EBN산업뉴스,EBN산업뉴스,7,
NNP,EBS,EBS,3,
NNP,버즈,버즈,2,
NNP,교통환경신문,교통환경신문,6,
NNP,한국소비자연합,한국소비자연합,7,
NNP,문화경제신문,문화경제신문,6,
NNP,에코저널,에코저널,4,
NNP,환경법률신문,환경법률신문,6,
NNP,어린이경제신문,어린이경제신문,7,
NNP,Economist,Economist,9,
NNP,서울경제,서울경제,4,
NNP,이코노미플러스,이코노미플러스,7,
NNP,이코노미세계,이코노미세계,6,
NNP,이데일리,이데일리,4,
NNP,이데이뉴스,이데이뉴스,5,
NNP,e당진뉴스,e당진뉴스,5,
NNP,전자엔지니어,전자엔지니어,6,
NNP,파이낸셜신문,파이낸셜신문,6,
NNP,김포마루,김포마루,4,
NNP,조은뉴스,조은뉴스,4,
NNP,e조은뉴스,e조은뉴스,5,
NNP,군위닷컴,군위닷컴,4,
NNP,광양만권뉴스,광양만권뉴스,6,
NNP,하남신문,하남신문,4,
NNP,e헬스통신,e헬스통신,5,
NNP,전기신문,전기신문,4,
NNP,전기공업신문,전기공업신문,6,
NNP,Embeddedworld,Embeddedworld,13,
NNP,에너지데일리,에너지데일리,6,
NNP,에너지타임즈,에너지타임즈,6,
NNP,빛고을광주소식,빛고을광주소식,7,
NNP,이뉴스투데이,이뉴스투데이,6,
NNP,앙팡,앙팡,2,
NNP,디지털조선일보,디지털조선일보,7,
NNP,동아일보_English,동아일보_English,12,
NNP,KBS(영문),KBS(영문),7,
NNP,YONHAPNEWS,YONHAPNEWS,10,
NNP,환경경찰신문,환경경찰신문,6,
NNP,환경타임즈,환경타임즈,5,
NNP,어민신문,어민신문,4,
NNP,ePaynews,ePaynews,8,
NNP,경제플러스,경제플러스,5,
NNP,국민신문고,국민신문고,5,
NNP,월간전자부품,월간전자부품,6,
NNP,전력신문,전력신문,4,
NNP,은평시민신문,은평시민신문,6,
NNP,대기원시보,대기원시보,5,
NNP,은평타임즈,은평타임즈,5,
NNP,서울여성노동자회,서울여성노동자회,8,
NNP,이코노믹리뷰,이코노믹리뷰,6,
NNP,사상계,사상계,3,
NNP,서대문사람들,서대문사람들,6,
NNP,소비자신문,소비자신문,5,
NNP,일간연예스포츠,일간연예스포츠,7,
NNP,월간에세이,월간에세이,5,
NNP,다음_부동산,다음_부동산,6,
NNP,음성투데이,음성투데이,5,
NNP,이타임즈,이타임즈,4,
NNP,전자신문,전자신문,4,
NNP,경제투데이,경제투데이,5,
NNP,이투데이,이투데이,4,
NNP,동아닷컴TV,동아닷컴TV,6,
NNP,유로꼬레,유로꼬레,4,
NNP,한국경제_알림이벤트,한국경제_알림이벤트,10,
NNP,이화듀,이화듀,3,
NNP,특급뉴스,특급뉴스,4,
NNP,아이앤지닷컴,아이앤지닷컴,6,
NNP,bnt뉴스,bnt뉴스,5,
NNP,패션비즈,패션비즈,4,
NNP,패션지오,패션지오,4,
NNP,패션인사이드,패션인사이드,6,
NNP,제내드,제내드,3,
NNP,한국창업신문,한국창업신문,6,
NNP,극동방송,극동방송,4,
NNP,순복음가족신문,순복음가족신문,7,
NNP,보험매일,보험매일,4,
NNP,한국수산경제,한국수산경제,6,
NNP,식약신문,식약신문,4,
NNP,FMTV표준방송,FMTV표준방송,8,
NNP,FNN,FNN,3,
NNP,파이낸셜뉴스,파이낸셜뉴스,6,
NNP,금융플러스,금융플러스,5,
NNP,FNTIMES,FNTIMES,7,
NNP,파이낸스투데이,파이낸스투데이,7,
NNP,포커스인아시아,포커스인아시아,7,
NNP,포커스뉴스,포커스뉴스,5,
NNP,포모스,포모스,3,
NNP,Food_Standards_Agency,Food_Standards_Agency,21,
NNP,식품외식경제,식품외식경제,6,
NNP,식품위생신문,식품위생신문,6,
NNP,식품나라,식품나라,4,
NNP,인터넷식품신문,인터넷식품신문,7,
NNP,포포투뉴스,포포투뉴스,5,
NNP,FOXNews,FOXNews,7,
NNP,소방방재신문,소방방재신문,6,
NNP,프리존뉴스,프리존뉴스,5,
NNP,프런티어타임스,프런티어타임스,7,
NNP,미래한국,미래한국,4,
NNP,월간객석,월간객석,4,
NNP,게임동아,게임동아,4,
NNP,게임타임,게임타임,4,
NNP,강화역사문화연구소,강화역사문화연구소,9,
NNP,KBS강릉,KBS강릉,5,
NNP,디지털가스뉴스,디지털가스뉴스,7,
NNP,경북인터넷뉴스,경북인터넷뉴스,7,
NNP,경북제일신문,경북제일신문,6,
NNP,영남안전뉴스,영남안전뉴스,6,
NNP,파라과이기독교한인방송,파라과이기독교한인방송,11,
NNP,고창신문,고창신문,4,
NNP,고창뉴스,고창뉴스,4,
NNP,gcs푸른방송,gcs푸른방송,7,
NNP,김천투데이,김천투데이,5,
NNP,경도일보,경도일보,4,
NNP,제니파크,제니파크,4,
NNP,거제신문,거제신문,4,
NNP,거제중앙신문,거제중앙신문,6,
NNP,거제뉴스,거제뉴스,4,
NNP,거제타임즈,거제타임즈,5,
NNP,주간현대신문사_브레이크뉴스_경기본부,주간현대신문사_브레이크뉴스_경기본부,19,
NNP,경기헤럴드,경기헤럴드,5,
NNP,김해인터넷뉴스,김해인터넷뉴스,7,
NNP,환경신문,환경신문,4,
NNP,강화로닷컴,강화로닷컴,5,
NNP,건국일보,건국일보,4,
NNP,김천핫뉴스,김천핫뉴스,5,
NNP,미래신문,미래신문,4,
NNP,김포데일리,김포데일리,5,
NNP,김포저널,김포저널,4,
NNP,김포로,김포로,3,
NNP,김포타임즈,김포타임즈,5,
NNP,광주노컷,광주노컷,4,
NNP,광주드림,광주드림,4,
NNP,광주인터넷신문,광주인터넷신문,7,
NNP,광주인터넷뉴스,광주인터넷뉴스,7,
NNP,기장정보사이트,기장정보사이트,7,
NNP,광주투데이,광주투데이,5,
NNP,거제인터넷신문,거제인터넷신문,7,
NNP,경주신문,경주신문,4,
NNP,광주뉴스,광주뉴스,4,
NNP,강진신문,강진신문,4,
NNP,김제시민의신문,김제시민의신문,7,
NNP,유리신문,유리신문,4,
NNP,금산민보,금산민보,4,
NNP,구미조은뉴스,구미조은뉴스,6,
NNP,경북문화신문,경북문화신문,6,
NNP,경남노컷,경남노컷,4,
NNP,강릉닷컴,강릉닷컴,4,
NNP,지앤이타임즈,지앤이타임즈,6,
NNP,경기도정책포털,경기도정책포털,7,
NNP,경기남부인터넷뉴스,경기남부인터넷뉴스,9,
NNP,굿모닝논산,굿모닝논산,5,
NNP,경남매일,경남매일,4,
NNP,강릉MBC,강릉MBC,5,
NNP,경남일보,경남일보,4,
NNP,경남연합일보,경남연합일보,6,
NNP,골닷컴,골닷컴,3,
NNP,고창코리아,고창코리아,5,
NNP,시티저널,시티저널,4,
NNP,강진고을신문,강진고을신문,6,
NNP,곡성투데이,곡성투데이,5,
NNP,golfchampionmagazine,golfchampionmagazine,20,
NNP,골프한국,골프한국,4,
NNP,골프매거진,골프매거진,5,
NNP,굿데이스포츠,굿데이스포츠,6,
NNP,굿뉴스피플,굿뉴스피플,5,
NNP,고성신문,고성신문,4,
NNP,지피코리아,지피코리아,5,
NNP,자연환경신문,자연환경신문,6,
NNP,경기리포트,경기리포트,5,
NNP,계룡신문,계룡신문,4,
NNP,강남방송,강남방송,4,
NNP,고성인터넷뉴스,고성인터넷뉴스,7,
NNP,경산신문,경산신문,4,
NNP,광산저널신문,광산저널신문,6,
NNP,경상매일신문,경상매일신문,6,
NNP,경서신문,경서신문,4,
NNP,GS울산방송,GS울산방송,6,
NNP,관악신문,관악신문,4,
NNP,국악방송,국악방송,4,
NNP,구미내일신문,구미내일신문,6,
NNP,구미방송,구미방송,4,
NNP,구미아이뉴스,구미아이뉴스,6,
NNP,구미뉴스,구미뉴스,4,
NNP,건치신문,건치신문,4,
NNP,군포신문,군포신문,4,
NNP,군산신문,군산신문,4,
NNP,구리넷,구리넷,3,
NNP,광진뉴스,광진뉴스,4,
NNP,KBS광주,KBS광주,5,
NNP,광주인,광주인,3,
NNP,광남일보,광남일보,4,
NNP,강원인터넷뉴스,강원인터넷뉴스,7,
NNP,강원신문,강원신문,4,
NNP,강원리뷰,강원리뷰,4,
NNP,고양인터넷신문,고양인터넷신문,7,
NNP,광양뉴스,광양뉴스,4,
NNP,강서양천일보,강서양천일보,6,
NNP,교통신문,교통신문,4,
NNP,시사월간피플,시사월간피플,6,
NNP,CJ헬로비전_가야방송,CJ헬로비전_가야방송,11,
NNP,한겨레21,한겨레21,5,
NNP,월간해인,월간해인,4,
NNP,해사정보신문,해사정보신문,6,
NNP,해사신문,해사신문,4,
NNP,하광신문,하광신문,4,
NNP,한국학부모신문,한국학부모신문,7,
NNP,하나로데일리,하나로데일리,6,
NNP,한겨레,한겨레,3,
NNP,브라질한인회,브라질한인회,6,
NNP,한국경제신문,한국경제신문,6,
NNP,한나프레스,한나프레스,5,
NNP,한려투데이,한려투데이,5,
NNP,한산신문,한산신문,4,
NNP,한국아파트신문,한국아파트신문,7,
NNP,중앙USA_하와이,중앙USA_하와이,9,
NNP,한국부동산경제,한국부동산경제,7,
NNP,화천인터넷뉴스,화천인터넷뉴스,7,
NNP,CJ헬로비전_해운대방송,CJ헬로비전_해운대방송,12,
NNP,한경닷컴_헬스한경,한경닷컴_헬스한경,9,
NNP,희망일보,희망일보,4,
NNP,대덕넷,대덕넷,3,
NNP,Hellomalaysia,Hellomalaysia,13,
NNP,헤럴드경제,헤럴드경제,5,
NNP,한길뉴스,한길뉴스,4,
NNP,한강타임즈,한강타임즈,5,
NNP,하이강릉,하이강릉,4,
NNP,문경신문,문경신문,4,
NNP,CLWMF,CLWMF,5,
NNP,하이태백,하이태백,4,
NNP,환경일보,환경일보,4,
NNP,헬스코리아,헬스코리아,5,
NNP,화광신문,화광신문,4,
NNP,흑룡강신문,흑룡강신문,5,
NNP,대한기독신문,대한기독신문,6,
NNP,호남조은뉴스,호남조은뉴스,6,
NNP,뉴스라인,뉴스라인,4,
NNP,호주동아,호주동아,4,
NNP,톱뉴스,톱뉴스,3,
NNP,호남매일신문,호남매일신문,6,
NNP,BreakNews_광주/전라,BreakNews_광주/전라,15,
NNP,호남일보,호남일보,4,
NNP,호남매일,호남매일,4,
NNP,농업정보신문,농업정보신문,6,
NNP,한국주택신문,한국주택신문,6,
NNP,함평신문,함평신문,4,
NNP,함평군민신문,함평군민신문,6,
NNP,hrdtv,hrdtv,5,
NNP,횡성신문,횡성신문,4,
NNP,화성인터넷뉴스,화성인터넷뉴스,7,
NNP,홍성신문,홍성신문,4,
NNP,화성오산신문,화성오산신문,6,
NNP,GTB강원민방,GTB강원민방,7,
NNP,해운대프리즘,해운대프리즘,6,
NNP,디지탈회순뉴스,디지탈회순뉴스,7,
NNP,화순투데이,화순투데이,5,
NNP,함양뉴스,함양뉴스,4,
NNP,현대일보,현대일보,4,
NNP,안산뉴스,안산뉴스,4,
NNP,인천공항영종뉴스,인천공항영종뉴스,8,
NNP,부산금정신문,부산금정신문,6,
NNP,ibs뉴스,ibs뉴스,5,
NNP,부안독립신문,부안독립신문,6,
NNP,불교신문,불교신문,4,
NNP,기독일보씨디엔,기독일보씨디엔,7,
NNP,칠곡신문,칠곡신문,4,
NNP,인천인터넷뉴스,인천인터넷뉴스,7,
NNP,CMB대전방송,CMB대전방송,7,
NNP,이천신문,이천신문,4,
NNP,아이씨엔,아이씨엔,4,
NNP,아이콘티브이,아이콘티브이,6,
NNP,대구일보,대구일보,4,
NNP,경남도민일보,경남도민일보,6,
NNP,아이디위클리,아이디위클리,6,
NNP,은평신문,은평신문,4,
NNP,ETN,ETN,3,
NNP,서울강북신문,서울강북신문,6,
NNP,GBN강원방송,GBN강원방송,7,
NNP,국제환경방송,국제환경방송,6,
NNP,GBS뉴스,GBS뉴스,5,
NNP,김포신문,김포신문,4,
NNP,광주일등뉴스,광주일등뉴스,6,
NNP,아이굿뉴스,아이굿뉴스,5,
NNP,금산신문,금산신문,4,
NNP,해사경제신문,해사경제신문,6,
NNP,한라일보,한라일보,4,
NNP,호남신문,호남신문,4,
NNP,화성신문,화성신문,4,
NNP,장성닷컴,장성닷컴,4,
NNP,제주투데이,제주투데이,5,
NNP,인제인터넷뉴스,인제인터넷뉴스,7,
NNP,KBC광주방송,KBC광주방송,7,
NNP,중앙통신뉴스,중앙통신뉴스,6,
NNP,수원교차로,수원교차로,5,
NNP,국토일보,국토일보,4,
NNP,한국일보벤쿠버,한국일보벤쿠버,7,
NNP,한국농정,한국농정,4,
NNP,익산투데이,익산투데이,5,
NNP,금속노동자,금속노동자,5,
NNP,일다,일다,2,
NNP,일간경기,일간경기,4,
NNP,리빙센스,리빙센스,4,
NNP,PC사랑,PC사랑,4,
NNP,일요신문,일요신문,4,
NNP,일요저널,일요저널,4,
NNP,일요서울,일요서울,4,
NNP,일요시사,일요시사,4,
NNP,매일신문,매일신문,4,
NNP,MBC,MBC,3,
NNP,주간문경신문,주간문경신문,6,
NNP,민주신문,민주신문,4,
NNP,밀양뉴스,밀양뉴스,4,
NNP,MBCNews,MBCNews,7,
NNP,imrich,imrich,6,
NNP,인천뉴스,인천뉴스,4,
NNP,독립신문,독립신문,4,
NNP,이대학보,이대학보,4,
NNP,매경이코노미,매경이코노미,6,
NNP,하이서울뉴스,하이서울뉴스,6,
NNP,아이뉴스24,아이뉴스24,6,
NNP,충북일보,충북일보,4,
NNP,시사뉴스피플,시사뉴스피플,6,
NNP,인터넷신문_포항,인터넷신문_포항,8,
NNP,인포미트사,인포미트사,5,
NNP,시민운동연합신문,시민운동연합신문,8,
NNP,시민사회신문,시민사회신문,6,
NNP,인터넷저널,인터넷저널,5,
NNP,인물과사상,인물과사상,5,
NNP,in-news,in-news,7,
NNP,이노베이션월드,이노베이션월드,7,
NNP,인사모,인사모,3,
NNP,한국보험신문,한국보험신문,6,
NNP,보험일보,보험일보,4,
NNP,보험신보,보험신보,4,
NNP,NTN,NTN,3,
NNP,온양신문,온양신문,4,
NNP,포천신문,포천신문,4,
NNP,평택신문,평택신문,4,
NNP,이슈제주,이슈제주,4,
NNP,수산인신문,수산인신문,5,
NNP,ITdaily,ITdaily,7,
NNP,더데일리,더데일리,4,
NNP,국제섬유신문,국제섬유신문,6,
NNP,인천신문,인천신문,4,
NNP,산업기술인터넷방송국,산업기술인터넷방송국,10,
NNP,아이티투데이,아이티투데이,6,
NNP,경인방송,경인방송,4,
NNP,아이유뉴스,아이유뉴스,5,
NNP,울산매일,울산매일,4,
NNP,웰빙뉴스,웰빙뉴스,4,
NNP,우먼센스,우먼센스,4,
NNP,영주인터넷방송,영주인터넷방송,7,
NNP,ybn,ybn,3,
NNP,예천인터넷방송,예천인터넷방송,7,
NNP,여수까치정보,여수까치정보,6,
NNP,유아림,유아림,3,
NNP,대자보,대자보,3,
NNP,시흥자치신문,시흥자치신문,6,
NNP,자주민보,자주민보,4,
NNP,중앙매일,중앙매일,4,
NNP,진안신문,진안신문,4,
NNP,장업신문,장업신문,4,
NNP,전국아파트입주자대표회의연합회,전국아파트입주자대표회의연합회,15,
NNP,자유로포럼,자유로포럼,5,
NNP,브레이크뉴스_전북,브레이크뉴스_전북,9,
NNP,JBC전북방송,JBC전북방송,7,
NNP,CJ헬로비전_중부산방송,CJ헬로비전_중부산방송,12,
NNP,전북교수학습지원센터,전북교수학습지원센터,10,
NNP,중부매일,중부매일,4,
NNP,진보평론,진보평론,4,
NNP,JBS,JBS,3,
NNP,진천신문,진천신문,4,
